ids
SM:S:FBFYW0:Q6236218_0
SM:S:FBFYW0:Q6246882_0
SM:S:FBFYW0:Q6297656_0
SM:S:FBFYW0:Q6273991_0
SM:S:FBFYW0:Q6278534_1
SM:S:FBFYW0:Q6273460_0
SM:S:FBFYW0:Q6299251_6
SM:S:FBFYW0:Q6290675_2
SM:S:FBFYW0:Q6309346_1
SM:S:FBFYW0:Q6377526_0
SM:S:FBFYW0:Q6402560_1
SM:S:FBFYW0:Q64217_1
SM:S:FBFYW0:Q6408346_2
SM:S:FBFYW0:Q6396818_0
SM:S:FBFYW0:Q6415411_0
SM:S:FBFYW0:Q6487267_0
SM:S:FBFYW0:Q6438053_0
SM:S:FBFYW0:Q6491181_1
SM:S:FBFYW0:Q6478568_9
SM:S:FBFYW0:Q6530298_4
SM:S:FBFYW0:Q6551979_1
SM:S:FBFYW0:Q662282_2
SM:S:FBFYW0:Q6662820_0
SM:S:FBFYW0:Q6530197_2
SM:S:FBFYW0:Q6491181_2
SM:S:FBFYW0:Q6503830_0
SM:S:FBFYW0:Q6708578_8
SM:S:FBFYW0:Q6709244_0
SM:S:FBFYW0:Q674343_3
SM:S:FBFYW0:Q676471_0
SM:S:FBFYW0:Q6734697_0
SM:S:FBFYW0:Q6763590_0
SM:S:FBFYW0:Q6721039_1
SM:S:FBFYW0:Q6767870_0
SM:S:FBFYW0:Q6776522_0
SM:S:FBFYW0:Q6774534_1
SM:S:FBFYW0:Q6780489_0
SM:S:FBFYW0:Q6827103_0
SM:S:FBFYW0:Q6828611_0
SM:S:FBFYW0:Q6845299_1
SM:S:FBFYW0:Q6845043_1
SM:S:FBFYW0:Q7052152_0
SM:S:FBFYW0:Q706007_5
SM:S:FBFYW0:Q7147634_0
SM:S:FBFYW0:Q7145560_4
SM:S:FBFYW0:Q7150190_0
SM:S:FBFYW0:Q7177498_0
SM:S:FBFYW0:Q7179168_1
SM:S:FBFYW0:Q7240707_0
SM:S:FBFYW0:Q7296167_0
SM:S:FBFYW0:Q7285563_4
SM:S:FBFYW0:Q7822762_0
SM:S:FBFYW0:Q104622_1
SM:S:FBFYW0:Q1076140_0
SM:S:FBFYW0:Q10944678_0
SM:S:FBFYW0:Q1174641_0
SM:S:FBFYW0:Q1174481_0
SM:S:FBFYW0:Q1176111_0
SM:S:FBFYW0:Q12472171_1
SM:S:FBFYW0:Q12475663_2
SM:S:FBFYW0:Q12472171_0
SM:S:FBFYW0:Q1276954_5
SM:S:FBFYW0:Q1294808_0
SM:S:FBFYW0:Q12959995_0
SM:S:FBFYW0:Q13369882_6
SM:S:FBFYW0:Q1340699_1
SM:S:FBFYW0:Q13560965_0
SM:S:FBFYW0:Q13529914_0
SM:S:FBFYW0:Q13560902_3
SM:S:FBFYW0:Q1401336_1
SM:S:FBFYW0:Q1401336_0
SM:S:FBFYW0:Q1395782_0
SM:S:FBFYW0:Q1400040_2
SM:S:FBFYW0:Q14514894_0
SM:S:FBFYW0:Q14566732_0
SM:S:FBFYW0:Q15054357_0
SM:S:FBFYW0:Q15195995_0
SM:S:FBFYW0:Q151773_13
SM:S:FBFYW0:Q1557339_0
SM:S:FBFYW0:Q155203_2
SM:S:FBFYW0:Q15699836_0
SM:S:FBFYW0:Q15734075_2
SM:S:FBFYW0:Q1581292_0
SM:S:FBFYW0:Q15992848_3
SM:S:FBFYW0:Q16019189_3
SM:S:FBFYW0:Q16019649_0
SM:S:FBFYW0:Q15993530_8
SM:S:FBFYW0:Q15992762_2
SM:S:FBFYW0:Q16019823_0
SM:S:FBFYW0:Q16090881_2
SM:S:FBFYW0:Q16097261_0
SM:S:FBFYW0:Q16097455_0
SM:S:FBFYW0:Q16104567_1
SM:S:FBFYW0:Q16106491_0
SM:S:FBFYW0:Q16105046_3
SM:S:FBFYW0:Q16106315_4
SM:S:FBFYW0:Q16106552_0
SM:S:FBFYW0:Q5271319_0
SM:S:FBFYW0:Q1100237_4
SM:S:FBFYW0:Q7267003_0
SM:S:FBFYW0:Q20645466_7
SM:S:FBFYW0:Q15734075_3
SM:S:FBFYW0:Q6831647_0
SM:S:FBFYW0:Q6881209_0
SM:S:FBFYW0:Q689239_0
SM:S:FBFYW0:Q6944649_0
SM:S:FBFYW0:Q6892441_0
SM:S:FBFYW0:Q6897549_0
SM:S:FBFYW0:Q695403_0
SM:S:FBFYW0:Q6966143_0
SM:S:FBFYW0:Q6962724_3
SM:S:FBFYW0:Q695241_1
SM:S:FBFYW0:Q6963816_1
SM:S:FBFYW0:Q6989435_0
SM:S:FBFYW0:Q7041304_1
SM:S:FBFYW0:Q7050080_1
SM:S:FBFYW0:Q7068653_0
SM:S:FBFYW0:Q7077651_1
SM:S:FBFYW0:Q732202_1
SM:S:FBFYW0:Q7324334_3
SM:S:FBFYW0:Q7343924_2
SM:S:FBFYW0:Q7346605_6
SM:S:FBFYW0:Q7349499_1
SM:S:FBFYW0:Q7365748_4
SM:S:FBFYW0:Q7363898_1
SM:S:FBFYW0:Q7368268_1
SM:S:FBFYW0:Q738005_1
SM:S:FBFYW0:Q7358961_1
SM:S:FBFYW0:Q7405183_1
SM:S:FBFYW0:Q7405720_3
SM:S:FBFYW0:Q7436795_1
SM:S:FBFYW0:Q7405183_2
SM:S:FBFYW0:Q7408301_0
SM:S:FBFYW0:Q7445959_4
SM:S:FBFYW0:Q7440780_1
SM:S:FBFYW0:Q7499349_1
SM:S:FBFYW0:Q749980_0
SM:S:FBFYW0:Q7489658_0
SM:S:FBFYW0:Q7459463_0
SM:S:FBFYW0:Q7462478_3
SM:S:FBFYW0:Q7489746_0
SM:S:FBFYW0:Q750228_0
SM:S:FBFYW0:Q7488934_1
SM:S:FBFYW0:Q7492843_0
SM:S:FBFYW0:Q754778_4
SM:S:FBFYW0:Q75882_3
SM:S:FBFYW0:Q7562997_5
SM:S:FBFYW0:Q7613255_0
SM:S:FBFYW0:Q7609857_4
SM:S:FBFYW0:Q7640330_0
SM:S:FBFYW0:Q7648009_0
SM:S:FBFYW0:Q7704615_0
SM:S:FBFYW0:Q77335_7
SM:S:FBFYW0:Q7682153_2
SM:S:FBFYW0:Q7612522_0
SM:S:FBFYW0:Q7626985_0
SM:S:FBFYW0:Q77335_9
SM:S:FBFYW0:Q7704756_0
SM:S:FBFYW0:Q7705171_0
SM:S:FBFYW0:Q7705570_0
SM:S:FBFYW0:Q7816503_0
SM:S:FBFYW0:Q7812440_0
SM:S:FBFYW0:Q7788180_0
SM:S:FBFYW0:Q7839374_0
SM:S:FBFYW0:Q7922414_0
SM:S:FBFYW0:Q7817266_0
SM:S:FBFYW0:Q7817498_0
SM:S:FBFYW0:Q7917352_0
SM:S:FBFYW0:Q7924319_0
SM:S:FBFYW0:Q7911288_0
SM:S:FBFYW0:Q7926996_3
SM:S:FBFYW0:Q7963124_3
SM:S:FBFYW0:Q8003623_0
SM:S:FBFYW0:Q8067286_0
SM:S:FBFYW0:Q8000969_0
SM:S:FBFYW0:Q8048258_0
SM:S:FBFYW0:Q8031990_1
SM:S:FBFYW0:Q8059429_0
SM:S:FBFYW0:Q8001815_3
SM:S:FBFYW0:Q878273_4
SM:S:FBFYW0:Q878273_7
SM:S:FBFYW0:Q853781_1
SM:S:FBFYW0:Q815126_6
SM:S:FBFYW0:Q8272479_1
SM:S:FBFYW0:Q8938258_0
SM:S:FBFYW0:Q888020_3
SM:S:FBFYW0:Q887424_0
SM:S:FBFYW0:Q918376_1
SM:S:FBFYW0:Q92764_1
SM:S:FBFYW0:Q934801_0
SM:S:FBFYW0:Q937340_1
SM:S:FBFYW0:Q933939_0
SM:S:FBFYW0:Q963100_0
SM:S:FBFYW0:Q983514_0
SM:S:FBFYW0:Q983490_2
SM:S:FBFYW0:Q988393_0
SM:S:FBFYW0:Q982749_0
SM:S:FBFYW0:Q981479_0
SM:S:FBFYW0:Q981479_1
SM:S:FBFYW0:Q16194483_0
SM:S:FBFYW0:Q16194199_0
SM:S:FBFYW0:Q16195494_2
SM:S:FBFYW0:Q16189345_0
SM:S:FBFYW0:Q16189005_0
SM:S:FBFYW0:Q16192616_0
SM:S:FBFYW0:Q16197563_1
SM:S:FBFYW0:Q16199002_1
SM:S:FBFYW0:Q1613742_0
SM:S:FBFYW0:Q16187147_0
SM:S:FBFYW0:Q16187277_1
SM:S:FBFYW0:Q16189363_0
SM:S:FBFYW0:Q16193567_6
SM:S:FBFYW0:Q16211399_0
SM:S:FBFYW0:Q16211635_0
SM:S:FBFYW0:Q16213082_0
SM:S:FBFYW0:Q16213617_2
SM:S:FBFYW0:Q16214593_2
SM:S:FBFYW0:Q16216680_0
SM:S:FBFYW0:Q16239728_0
SM:S:FBFYW0:Q1626421_1
SM:S:FBFYW0:Q16196176_0
SM:S:FBFYW0:Q16196176_1
SM:S:FBFYW0:Q16298005_0
SM:S:FBFYW0:Q16204403_1
SM:S:FBFYW0:Q16204403_4
SM:S:FBFYW0:Q16201446_1
SM:S:FBFYW0:Q1636870_0
SM:S:FBFYW0:Q16207183_0
SM:S:FBFYW0:Q16208861_0
SM:S:FBFYW0:Q165096_11
SM:S:FBFYW0:Q165096_5
SM:S:FBFYW0:Q1650100_2
SM:S:FBFYW0:Q1650100_5
SM:S:FBFYW0:Q1672642_0
SM:S:FBFYW0:Q16215402_0
SM:S:FBFYW0:Q16751451_0
SM:S:FBFYW0:Q1680215_1
SM:S:FBFYW0:Q16751269_3
SM:S:FBFYW0:Q1681148_0
SM:S:FBFYW0:Q16873055_0
SM:S:FBFYW0:Q16951398_6
SM:S:FBFYW0:Q16951398_10
SM:S:FBFYW0:Q16988451_1
SM:S:FBFYW0:Q1699865_0
SM:S:FBFYW0:Q17041160_1
SM:S:FBFYW0:Q170597_0
SM:S:FBFYW0:Q17285136_0
SM:S:FBFYW0:Q17229934_0
SM:S:FBFYW0:Q17285136_1
SM:S:FBFYW0:Q17386575_0
SM:S:FBFYW0:Q17403156_0
SM:S:FBFYW0:Q17501956_1
SM:S:FBFYW0:Q175176_2
SM:S:FBFYW0:Q17501956_7
SM:S:FBFYW0:Q1765834_4
SM:S:FBFYW0:Q18062098_0
SM:S:FBFYW0:Q18157323_0
SM:S:FBFYW0:Q18197866_0
SM:S:FBFYW0:Q1797752_1
SM:S:FBFYW0:Q1797752_3
SM:S:FBFYW0:Q18344867_6
SM:S:FBFYW0:Q18346492_0
SM:S:FBFYW0:Q18390734_0
SM:S:FBFYW0:Q18355810_0
SM:S:FBFYW0:Q18344867_10
SM:S:FBFYW0:Q18355480_0
SM:S:FBFYW0:Q18387603_0
SM:S:FBFYW0:Q185025_1
SM:S:FBFYW0:Q1864225_1
SM:S:FBFYW0:Q18631315_0
SM:S:FBFYW0:Q18705333_1
SM:S:FBFYW0:Q18738594_1
SM:S:FBFYW0:Q1878458_4
SM:S:FBFYW0:Q1878458_8
SM:S:FBFYW0:Q1878458_9
SM:S:FBFYW0:Q18921730_0
SM:S:FBFYW0:Q1893059_0
SM:S:FBFYW0:Q1896941_1
SM:S:FBFYW0:Q191549_0
SM:S:FBFYW0:Q194419_2
SM:S:FBFYW0:Q333868_0
SM:S:FBFYW0:Q3348165_1
SM:S:FBFYW0:Q336239_7
SM:S:FBFYW0:Q336042_2
SM:S:FBFYW0:Q3366661_0
SM:S:FBFYW0:Q3369506_1
SM:S:FBFYW0:Q3371061_3
SM:S:FBFYW0:Q337532_0
SM:S:FBFYW0:Q336629_1
SM:S:FBFYW0:Q345473_0
SM:S:FBFYW0:Q3430000_0
SM:S:FBFYW0:Q3502322_3
SM:S:FBFYW0:Q34851_4
SM:S:FBFYW0:Q3497361_0
SM:S:FBFYW0:Q3543994_8
SM:S:FBFYW0:Q3562306_1
SM:S:FBFYW0:Q3543994_3
SM:S:FBFYW0:Q357344_0
SM:S:FBFYW0:Q369381_0
SM:S:FBFYW0:Q3655866_7
SM:S:FBFYW0:Q3655866_9
SM:S:FBFYW0:Q3737725_3
SM:S:FBFYW0:Q3695139_0
SM:S:FBFYW0:Q3757183_0
SM:S:FBFYW0:Q374106_1
SM:S:FBFYW0:Q374490_7
SM:S:FBFYW0:Q3745_0
SM:S:FBFYW0:Q37459_0
SM:S:FBFYW0:Q381700_3
SM:S:FBFYW0:Q380437_0
SM:S:FBFYW0:Q382485_0
SM:S:FBFYW0:Q394197_0
SM:S:FBFYW0:Q39803_5
SM:S:FBFYW0:Q4097019_0
SM:S:FBFYW0:Q4118022_0
SM:S:FBFYW0:Q4151870_1
SM:S:FBFYW0:Q4209408_1
SM:S:FBFYW0:Q4200758_3
SM:S:FBFYW0:Q4165651_5
SM:S:FBFYW0:Q4310209_0
SM:S:FBFYW0:Q435100_1
SM:S:FBFYW0:Q435324_5
SM:S:FBFYW0:Q440720_1
SM:S:FBFYW0:Q4388025_1
SM:S:FBFYW0:Q4397242_1
SM:S:FBFYW0:Q4468456_0
SM:S:FBFYW0:Q447173_1
SM:S:FBFYW0:Q4540460_0
SM:S:FBFYW0:Q460960_6
SM:S:FBFYW0:Q462751_2
SM:S:FBFYW0:Q461192_14
SM:S:FBFYW0:Q4679921_0
SM:S:FBFYW0:Q456034_0
SM:S:FBFYW0:Q461192_6
SM:S:FBFYW0:Q4662323_0
SM:S:FBFYW0:Q467422_0
SM:S:FBFYW0:Q468579_1
SM:S:FBFYW0:Q470362_5
SM:S:FBFYW0:Q4696632_17
SM:S:FBFYW0:Q4706181_0
SM:S:FBFYW0:Q4706096_0
SM:S:FBFYW0:Q471854_0
SM:S:FBFYW0:Q4714502_1
SM:S:FBFYW0:Q4725020_1
SM:S:FBFYW0:Q4720562_2
SM:S:FBFYW0:Q4758475_0
SM:S:FBFYW0:Q4746345_0
SM:S:FBFYW0:Q4768249_0
SM:S:FBFYW0:Q479047_0
SM:S:FBFYW0:Q4735136_0
SM:S:FBFYW0:Q480110_0
SM:S:FBFYW0:Q485124_4
SM:S:FBFYW0:Q4867594_3
SM:S:FBFYW0:Q4894255_1
SM:S:FBFYW0:Q4908095_3
SM:S:FBFYW0:Q4935333_1
SM:S:FBFYW0:Q4933263_1
SM:S:FBFYW0:Q4977448_3
SM:S:FBFYW0:Q5042174_0
SM:S:FBFYW0:Q4972950_0
SM:S:FBFYW0:Q4977376_11
SM:S:FBFYW0:Q5042003_0
SM:S:FBFYW0:Q5044844_4
SM:S:FBFYW0:Q5045147_1
SM:S:FBFYW0:Q5052876_0
SM:S:FBFYW0:Q5086046_1
SM:S:FBFYW0:Q5110713_0
SM:S:FBFYW0:Q5621331_5
SM:S:FBFYW0:Q5742719_1
SM:S:FBFYW0:Q5742249_2
SM:S:FBFYW0:Q5788038_0
SM:S:FBFYW0:Q58325_0
SM:S:FBFYW0:Q583946_0
SM:S:FBFYW0:Q5854217_3
SM:S:FBFYW0:Q592725_1
SM:S:FBFYW0:Q5944264_2
SM:S:FBFYW0:Q5949890_0
SM:S:FBFYW0:Q605194_7
SM:S:FBFYW0:Q6081353_1
SM:S:FBFYW0:Q6084604_4
SM:S:FBFYW0:Q6115712_0
SM:S:FBFYW0:Q61193_2
SM:S:FBFYW0:Q6161386_0
SM:S:FBFYW0:Q6162871_0
SM:S:FBFYW0:Q6142713_2
SM:S:FBFYW0:Q6162170_4
SM:S:FBFYW0:Q6175795_0
SM:S:FBFYW0:Q19359506_0
SM:S:FBFYW0:Q19519520_0
SM:S:FBFYW0:Q19428788_2
SM:S:FBFYW0:Q19519278_0
SM:S:FBFYW0:Q19696256_0
SM:S:FBFYW0:Q19865906_0
SM:S:FBFYW0:Q197688_0
SM:S:FBFYW0:Q19866460_0
SM:S:FBFYW0:Q19667198_1
SM:S:FBFYW0:Q19849215_0
SM:S:FBFYW0:Q19867750_0
SM:S:FBFYW0:Q19957878_0
SM:S:FBFYW0:Q1996204_2
SM:S:FBFYW0:Q1996204_4
SM:S:FBFYW0:Q1996204_6
SM:S:FBFYW0:Q20273583_1
SM:S:FBFYW0:Q2019524_6
SM:S:FBFYW0:Q2063224_0
SM:S:FBFYW0:Q20711018_0
SM:S:FBFYW0:Q20645466_8
SM:S:FBFYW0:Q20672003_0
SM:S:FBFYW0:Q20716042_0
SM:S:FBFYW0:Q2088568_0
SM:S:FBFYW0:Q21005486_0
SM:S:FBFYW0:Q21175208_1
SM:S:FBFYW0:Q21155044_1
SM:S:FBFYW0:Q2117878_1
SM:S:FBFYW0:Q21281905_0
SM:S:FBFYW0:Q2130627_3
SM:S:FBFYW0:Q215012_7
SM:S:FBFYW0:Q215012_10
SM:S:FBFYW0:Q2152275_0
SM:S:FBFYW0:Q21336060_0
SM:S:FBFYW0:Q21663154_1
SM:S:FBFYW0:Q2197580_5
SM:S:FBFYW0:Q22003024_1
SM:S:FBFYW0:Q2183509_0
SM:S:FBFYW0:Q22956582_0
SM:S:FBFYW0:Q22006093_0
SM:S:FBFYW0:Q230580_2
SM:S:FBFYW0:Q2296963_2
SM:S:FBFYW0:Q23304375_0
SM:S:FBFYW0:Q23304304_0
SM:S:FBFYW0:Q232538_4
SM:S:FBFYW0:Q232636_5
SM:S:FBFYW0:Q235349_0
SM:S:FBFYW0:Q235349_1
SM:S:FBFYW0:Q237602_3
SM:S:FBFYW0:Q238233_7
SM:S:FBFYW0:Q2356220_1
SM:S:FBFYW0:Q2414301_3
SM:S:FBFYW0:Q242298_3
SM:S:FBFYW0:Q2467920_1
SM:S:FBFYW0:Q249955_0
SM:S:FBFYW0:Q2517919_2
SM:S:FBFYW0:Q2517919_6
SM:S:FBFYW0:Q25486_2
SM:S:FBFYW0:Q268099_0
SM:S:FBFYW0:Q268821_6
SM:S:FBFYW0:Q2662152_4
SM:S:FBFYW0:Q270152_0
SM:S:FBFYW0:Q272643_0
SM:S:FBFYW0:Q274309_0
SM:S:FBFYW0:Q2817259_2
SM:S:FBFYW0:Q2817259_3
SM:S:FBFYW0:Q2732835_5
SM:S:FBFYW0:Q2836323_1
SM:S:FBFYW0:Q2865008_1
SM:S:FBFYW0:Q2850999_0
SM:S:FBFYW0:Q2865008_8
SM:S:FBFYW0:Q291591_0
SM:S:FBFYW0:Q2925021_2
SM:S:FBFYW0:Q293679_2
SM:S:FBFYW0:Q2920579_0
SM:S:FBFYW0:Q2945547_0
SM:S:FBFYW0:Q293260_0
SM:S:FBFYW0:Q2986943_0
SM:S:FBFYW0:Q3021576_2
SM:S:FBFYW0:Q306250_1
SM:S:FBFYW0:Q303639_0
SM:S:FBFYW0:Q3100114_3
SM:S:FBFYW0:Q3086828_0
SM:S:FBFYW0:Q311135_6
SM:S:FBFYW0:Q311135_5
SM:S:FBFYW0:Q312782_0
SM:S:FBFYW0:Q3166641_0
SM:S:FBFYW0:Q3177503_5
SM:S:FBFYW0:Q3177695_1
SM:S:FBFYW0:Q313497_0
SM:S:FBFYW0:Q3177695_0
SM:S:FBFYW0:Q317824_0
SM:S:FBFYW0:Q327888_8
SM:S:FBFYW0:Q327888_13
SM:S:FBFYW0:Q3190542_0
SM:S:FBFYW0:Q328520_11
SM:S:FBFYW0:Q327888_4
SM:S:FBFYW0:Q3291020_0
SM:S:FBFYW0:Q3299928_0
SM:S:FBFYW0:Q3310521_4
SM:S:FBFYW0:Q334491_0
SM:S:FBFYW0:Q334722_0
SM:S:FBFYW0:Q335671_2
SM:S:FBFYW0:Q336580_3
SM:S:FBFYW0:Q5112377_1
SM:S:FBFYW0:Q5112377_3
SM:S:FBFYW0:Q5213882_0
SM:S:FBFYW0:Q5186378_1
SM:S:FBFYW0:Q5129268_3
SM:S:FBFYW0:Q5169098_0
SM:S:FBFYW0:Q5210654_0
SM:S:FBFYW0:Q5217111_0
SM:S:FBFYW0:Q5220874_2
SM:S:FBFYW0:Q5229455_4
SM:S:FBFYW0:Q5248495_0
SM:S:FBFYW0:Q5236200_4
SM:S:FBFYW0:Q5290284_0
SM:S:FBFYW0:Q5263565_0
SM:S:FBFYW0:Q527123_0
SM:S:FBFYW0:Q5296478_0
SM:S:FBFYW0:Q5318228_0
SM:S:FBFYW0:Q5340794_3
SM:S:FBFYW0:Q5338879_0
SM:S:FBFYW0:Q5296400_1
SM:S:FBFYW0:Q529433_0
SM:S:FBFYW0:Q5339358_0
SM:S:FBFYW0:Q5331479_0
SM:S:FBFYW0:Q5340794_1
SM:S:FBFYW0:Q534727_0
SM:S:FBFYW0:Q537914_2
SM:S:FBFYW0:Q5387201_0
SM:S:FBFYW0:Q5350469_0
SM:S:FBFYW0:Q5362573_1
SM:S:FBFYW0:Q5390888_2
SM:S:FBFYW0:Q5495469_0
SM:S:FBFYW0:Q5528751_0
SM:S:FBFYW0:Q5488201_0
SM:S:FBFYW0:Q5525041_1
SM:S:FBFYW0:Q5462535_1
SM:S:FBFYW0:Q5462535_2
SM:S:FBFYW0:Q5526140_1
SM:S:FBFYW0:Q5483621_0
SM:S:FBFYW0:Q553735_0
SM:S:FBFYW0:Q5557594_4
SM:S:FBFYW0:Q5552285_1
SM:S:FBFYW0:Q5560308_0
SM:S:FBFYW0:Q560296_0
SM:S:FBFYW0:Q5606146_0
SM:S:FBFYW0:Q5637601_2
SM:S:FBFYW0:Q5637601_5
SM:S:FBFYW0:Q560847_1
SM:S:FBFYW0:Q5630321_0
SM:S:FBFYW0:Q5649002_0
SM:S:FBFYW0:Q5679746_0
SM:S:FBFYW0:Q5677350_0
SM:S:FBFYW0:Q5735045_0
SM:S:FBFYW0:Q57382_0
SM:S:FBFYW0:Q6153447_1
SM:S:FBFYW0:Q6212003_3
SM:S:FBFYW0:Q16124623_1
SM:S:FBFYW0:Q16146205_3
SM:S:FBFYW0:Q16145515_2
SM:S:FBFYW0:Q14811672_1
SM:S:FBFYW0:Q3737725_2
SM:S:FBFYW0:Q179242_0
